,name,n0,day,K,r,e,g,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,p_50,p_51,p_52,p_53,p_54,p_55,p_56,p_57,p_58,p_59,p_60,p_61,p_62,p_63,p_64,p_65,p_66,p_67,p_68,p_69,p_70,p_71,p_72,p_73,p_74,p_75,p_76,p_77,p_78,p_79,p_80,p_81,p_82,p_83,p_84,p_85,p_86,p_87,p_88,p_89,p_90,p_91,p_92,p_93,p_94,p_95,p_96,p_97,p_98,p_99
p_10,plant_annual_10,0.1,32,299,0.5,0.7266099635479951,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833204124625695,0.0040621529236362,-0.0006366061051884,-0.0008599693749059,0.023550896559096,-0.0191084138558148,0.0447370603227856,-0.082907573205622,0.016596150508072,-0.0607752190026014,0.0382001762864403,0.0645460072051817,-0.0405135967756924,-0.096009545843186,-0.023961399514686,0.0177524839431175,0.0491122281077964,0.0105914695247122,0.0511733374197,-0.0648053111065195,0.0078981310777896,0.0149913933844683,0.0138367253883011,0.0404954923910521,0.0313725162291547,0.0099770275829074,0.0334859287041249,0.0074200424044155,0.0587099638525916,-0.0232014059900688,0.0264293414048888,0.0288391134384897,-0.0634021081872285,0.0898596368455946,0.0571739039437639,-0.0225829210776847,-0.0603190553740777,-0.0647455734446443,-0.0122423504033165,-0.090399231858979,0.0434923082732801,-0.0175716436105816,0.0876719392690354,-0.0598027884375735,0.0097755028015364,-0.0002260651892791,0.027386809629293,0.0654894944625463,-0.026470282444856,0.0673847351694263,0.0060113482641512,0.0627763217752279,0.0413641550991688,0.0256725901430874,0.0136798004375469,0.0760000590084453,-0.0389437560789408,-0.0516716767291,-0.0218944854727941,-0.0095229442797571,-0.0200916105251424,0.0222259128280051,0.0079386874394524,-0.0539571675419435,-0.0616817066829153,0.062736156146945,-0.089510357650683,0.014375167614496,0.0411701756909446,0.0772610943183447,0.0110506155240508,0.0382190809819471,0.0185840171136708,-0.0393425216466267,-0.0040412229031687,0.012249186849129,0.0135391248671188,-0.0864687081904324,0.0005706907559472,0.0727016699591089,-0.0031351336202192,-0.0878898586093378,0.046005042058193,-0.0423747981110875,0.0899859899413764,-0.0166497954717408,0.0211496200885135,-0.0019098984236282,0.0
p_11,plant_annual_11,0.1,30,293,0.6,0.7120291616038882,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197427352660108,-0.0353713680444538,-0.0605680526946091,0.1033447655054327,-0.0607360766559323,-0.0993998816057886,0.0013308619801613,-0.0444571591074204,0.0988752771391145,-0.0676031396009247,-0.0148588660825783,-0.0202892786813976,0.0129945098107018,0.0299947714410508,0.0040002244185748,-0.0520991489533427,1.0287786863516502e-05,-0.0277587285399562,0.0762709455322152,0.0301052552608112,0.067691424056512,-0.036868530838836,-0.0784361039572187,0.0493569908806226,-0.0536536125847856,-0.0256230465094131,0.07049514861663,0.0053698649569882,-0.0327715351232059,0.03357397286714,-0.0034450486874776,0.0317755939491821,0.0135274247340915,0.0043266627511204,-0.0129047778404846,-0.0227980749420227,-0.0578935580677976,-0.0356191389354315,-0.095027911874219,0.0722277306872474,0.0807688226478589,0.0218700009713739,0.0322182891475624,0.0216628789413264,-0.0016640877270721,0.0038486434587339,0.0064807461266487,-0.0103240553423388,-0.0338520191382681,-0.1108083216510351,-0.0784494488894635,-0.0165465019129775,0.0162925292217819,0.0042039437617493,0.0077560954583963,-0.0032090692424178,-0.0299598449096407,0.0069233146628115,-0.0133034223468869,-0.0544129843053595,-0.0170381507669009,0.0037220046389681,-0.0376102507725214,0.0226367379269476,0.0086786256299351,0.1155281420001135,0.0634480169709954,0.019304677826732,-0.0858329229079918,0.0893613140322138,0.0260393492826001,-0.0283360311742464,0.0100841553356205,-0.0354063311239714,-0.0175394147708419,0.0093668330289107,0.0413227083700138,-0.0032312821180804,0.0182760856173034,0.0085320805543926,-0.0704883807392932,-0.0690795473194612,-0.0831826188255852,0.0027198960190344,-0.0288125685187303,-0.0079807399253265,-0.0451592923234933,0.0
p_12,plant_annual_12,0.1,23,437,0.7999999999999999,1.0619684082624543,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0219333006849449,-0.0306509001978716,0.083925450756306,-0.0291263456231035,-0.0089815266253847,-0.0390174773533114,-0.0350265692592461,0.0013849416696392,-0.0050374421476382,0.022507025255982,-0.0306421875235167,4.063878228799389e-05,-0.0395307386525728,0.0018354523525137,0.0017890371005611,0.0288667851865571,-0.0320905419627234,-0.0139222934187428,0.060121790191592,0.018220328815367,0.0586200439671587,0.0294246675896963,-0.0078791601454075,-0.0222297077617423,0.021598692140138,0.0220023559308821,0.0079790212407635,0.0096371203574046,-0.0076245221392028,0.0079997204719142,-0.0578655515940309,0.0129623296508423,0.0592183606267451,9.271696478152514e-05,0.0520489585218875,-0.0237807958901383,-0.0739429856467142,-0.025941660894595,0.0047101982068724,0.0392199896460268,-0.0124856697963113,0.0031081666105896,-0.1046051156725644,-0.0703866063066359,0.0412138973123568,0.0467754541180567,0.0034624875439146,-0.0010753768132315,-0.0068330301773912,0.047120695147321,0.0118780993676494,0.085911164558649,-0.0404972659410935,-0.0167525745386124,-0.0438896634030759,-0.0602494880430417,-0.0200689744627295,0.0423793506111398,0.0016189370296224,-0.0374309330611711,-0.0407707967321108,0.003620751964164,0.0310014328615095,-0.0899254675382109,0.0500412197822297,0.0292709975559715,-0.0142243649756805,-0.0531545985696727,-0.0010655644695436,-0.0766056279204859,0.0141065540062927,-0.0906656407453824,0.0052759302079814,0.0217373497515465,0.1699746263509853,0.0441464439187828,-0.0247503458760913,0.1343799034405937,-0.0557821954219196,0.0145389977807415,0.0058497713782916,0.0237949289062404,-0.0222104241950199,-0.0436761259116318,0.0077538991763652,-0.0324156277534871,0.0
p_13,plant_annual_13,0.1,58,430,0.3,1.0449574726609965,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301327847569727,0.0166846516802707,-0.0065238961664212,0.0105738418028091,0.0454465261873591,-0.002545179753157,0.0219030159073749,-0.0092936183389957,-0.0310788425447632,-0.0451864532418058,0.01685078889964,0.0026439992587175,-0.0159520984377894,0.0004092918590048,-0.0181040843590741,0.0168434456875836,0.1149753305949812,0.0033708683196398,-0.0372335714234888,0.1025411320140439,0.008420467463079,-0.0570105608469537,-0.0258309518960774,-0.0141569179279443,-0.0048719690187012,-0.0130946191580532,0.0216500754834703,-0.0039541669491229,0.005497806912414,-0.0552100863395595,-0.033018292511232,0.0195137808628504,0.064285579179208,0.0134362784841712,-0.0622329494606828,0.006407119046659,-0.0680977605388819,0.0370970885833539,0.0127162590434262,-0.0155876577135686,0.0076251961260052,-4.487067291358837e-05,0.0148993167391384,0.0055424035707973,-0.0573256485142084,0.0459559306424015,0.0124680571739255,-0.0033878575873017,0.0438180560009788,0.013872764531188,-0.0062080723215459,-0.02266738716281,-0.0171019467892024,-0.0116453818714113,-0.0236513975230343,0.0261317257147759,-0.0086398806015649,-0.0416850607584019,0.0146087657494444,-0.0156804278579856,0.0324217630363359,-0.0208518736697503,-0.042882309139592,-0.1062959190724889,-0.054143225303932,-0.02747039692648,0.0826929431439009,0.0121463388141578,0.0005905474322354,0.04094439528407,0.0060047133898302,-0.012283044452692,0.0401854047316652,-0.0150066695822456,-0.0636500622831351,-0.0514787102287264,-0.0576741267291528,-0.0253001870530463,-0.0610873339171613,-0.0158181422154589,-0.0631657331021123,-0.0292302806667376,0.0277402409682558,-0.0142911086102823,0.0810604789719402,0.0
p_14,plant_annual_14,0.1,41,212,0.4,0.5151883353584447,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0731727386835625,0.0405561055548859,0.0747720180952944,0.1266183030751499,0.0520186420604,0.0513616027213181,-0.0969334494972348,0.0806728428732757,-0.0270242356163628,-0.0041701571350726,0.0464627884507213,0.0076356653457012,0.0152854060931055,0.0029791020112543,0.0044778223336616,-0.0205960539582837,0.0309446433576709,-0.0182125762258767,-0.0204492313501357,0.0087452828424698,-0.0669389903744368,-0.0519552393643215,-0.0265059805725643,-0.0111643720852617,0.0445586140439475,0.0691155729122279,0.018884428596622,-0.0319432564726029,0.0005939778760395,0.0354546508415314,0.0044354301109588,0.0619360327640703,-0.0016585896073399,0.0316389866339756,-0.0724658959053967,0.0197195525290534,0.0112597336699038,0.017796684107,-0.0596565848708906,-0.0267597349660307,0.0661926214120898,-0.0741228735660169,-0.043227294770082,-0.0240177642505852,0.0380247043498027,-0.0350409805271008,-0.0506308387710795,0.0414779533982305,0.0539429964866928,0.0294856550057129,-0.0093176711791792,-0.0183469919372384,-0.0013543582288549,0.0054284488852462,-0.0143604907360368,0.1563703698974807,0.094353770167382,-0.0064132911979891,0.0296292973404275,-0.0118763609275116,0.0126985440930176,0.0349186092873214,0.0286973605898535,-0.0174911068330068,0.0387743254562984,0.0391854166281797,0.0258578703135883,-0.0196320254023217,0.1398244122300715,-0.0742286337304896,-0.0374510698276248,0.1248205977388676,0.035380938603823,0.0092598290159631,-0.0345610677214788,-0.0246002896158318,-0.0480671619115817,-0.0280936696552491,-0.1018205013783578,0.010717543471284,-0.0690922953869703,0.0216098643351543,0.060603443738604,-0.0363256412178487,0.0
p_15,plant_annual_15,0.1,33,381,0.5,0.9258809234507898,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0253545890362606,0.037698803044283,-0.0111992434277572,0.0122574034498514,-0.0279357647534208,-0.0105215024447937,-0.0811034479787747,-0.0184122438268784,0.0379277432015563,-0.0649041358188133,0.013502236547604,0.0073188626767421,-0.0094682953466788,-0.0380831891997831,-0.0775373656298071,0.0482767222574933,-0.0681871478677915,0.0337445948375345,0.0768353009635645,-0.0113695272366484,-0.0631493007413576,0.0851763281712594,0.0459127599953554,-0.0222724924905699,-0.0159561747563864,0.0059483966116347,0.031044449479828,0.025712837430619,0.0586121271307575,-0.0968852680979212,-0.0183943237264896,-0.0431408859152,-0.0399911835538827,-0.0802944914398016,0.0120815404029783,0.0370028311249797,-0.0625735832131536,0.024972623648612,0.0458426399340923,0.0328178487646579,-0.0382257039422807,0.048180110466145,0.0275175882272602,-0.0261422614059247,0.0202104365465496,0.1150514659214863,0.0170568710965568,0.0197345633387535,0.1022470675915701,-0.0227278923674115,-0.0261956081304055,-0.014511108024437,0.0047255486393962,0.063332468737892,-0.0569174562628561,-0.0333491431726128,0.0457576577687284,-0.0160533893923243,-0.005858497251642,0.0161574662201651,0.0350498977258992,0.0364125456938835,0.061084114245244,-0.066875481720238,-0.0431204321395991,0.0147411685473759,0.0048182504434481,0.0152785721626396,-0.0922208362019404,0.0420723821033897,0.0488112720264115,0.1193434391644852,0.0612641194549639,0.036709341070044,0.0141806934818036,0.0149458776444624,0.0630635975384066,-0.0217030767982804,-0.0706257680018533,0.013324408311357,0.0344625950970443,0.0923265561760577,0.03956171140375,0.0
p_16,plant_annual_16,0.1,65,676,0.3,1.6427703523693804,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0514690430873445,0.0007750618785131,-0.0350080821863811,-0.0426925356122339,0.0390133477873098,-0.0362798582644739,-0.0658631684624038,-0.0208403885769975,-0.0964947838998732,-0.0259260138718083,0.0380345148929324,0.0041181035287858,0.000880573345056,0.0085037241195318,0.013222847419245,-0.0279194347772802,0.0982840599829129,0.0083382133081388,0.0881999261064767,-0.0530559460530399,0.0858656371444315,0.0089537739763472,0.0840446531618388,0.0125212480897751,0.0277636376764442,0.0378274978226687,-0.0467302238786058,0.081038340240864,-0.0381059338286672,-0.0948602239149516,-0.0743404257826586,-0.0514842155333565,0.0893374161616911,0.0251547250985963,-0.0689497991549543,0.0207501349628764,-0.0500103996106967,-0.0082032789991132,-0.0748391645052791,-0.0347250803419255,-0.0454129284095976,0.0062315742581762,-0.0716619958594824,0.0086959194266413,-0.0076665137694635,0.014089803257165,-0.0498569071694136,0.0848971435528473,-0.1346365642643454,0.0088213589516508,-0.0190346043056848,-0.0083703402710759,0.0392507289884451,0.0330993935136048,0.0833241651003164,-0.032754146900974,6.073477602996924e-05,0.0882837311009976,-0.0638982934676746,0.0052938028592404,-0.1125911484091314,-0.0595343587984448,0.0383933006627228,0.0616587829382251,0.0108044487499223,0.0114995353479399,-0.0566203970341592,-0.0392283909334415,0.0201771144190339,-0.0177206023846068,0.0278308638279491,0.0401891721861484,-0.0132404094008293,0.0250151870534056,-0.0084241794270008,-0.0440915335612915,0.0204795057625544,-0.0718340109748931,0.0464768532316897,0.0014738117000139,-0.09443432096152,0.0076924875913835,0.0
p_17,plant_annual_17,0.1,59,474,0.3,1.151883353584447,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0298222984483563,-0.0329095782231592,0.0036921969460608,-0.0203236886061641,-0.0006701309155879,-0.0301117339318381,-0.0238805164393184,0.0801659799237262,-0.0641965071720696,0.1160704231619311,-0.007132576112152,0.0196439051814043,-0.0310273185449984,0.0523907092887176,0.0141319036494835,-0.0504659517135074,-0.0300475307299064,-0.0110838318917819,-0.051432908118298,0.0339096199771189,-0.0069339411409927,-0.0545657676222539,-0.0587613623728495,0.0685331220454525,0.0162921176710471,0.0572315253901045,0.1265281423022572,-0.0058796536947489,0.0651455221156163,0.0946223228009988,0.0824708358935131,-0.0333044857307491,0.0450749953456863,0.0144724772785191,-0.0094683295523784,-0.0294384332834609,0.0095589174162062,-0.0142300882025762,0.0704905115177794,0.0139417086766762,-0.0314756170089588,0.0517926576218426,-0.0113854724822631,0.012680846332933,0.0216203046056138,-0.0522936106528539,-0.0229856370298527,-0.1131523082198756,-0.0004259533857059,-0.0009591577090446,0.0237960284417191,0.0468425640120551,0.0413118081912649,-0.0939914692010156,0.0306981175313667,-0.0238230106931104,0.0040438938800551,-0.0409031435180987,-0.0244537720322531,-0.0301630368406915,0.037140829724126,0.0273832345339297,-0.0025240358222617,0.0185977901388654,0.117441404763223,-0.0383965769392772,0.0699945397068577,-0.0197774077229045,-0.0633262316834816,-0.0322948282856584,0.0076319059327321,-0.0684428222125229,-0.0144762159632811,0.1341640108077264,0.0916528392917743,-0.0018177491569307,-0.0409853216723929,-0.0768413878278305,0.0194050375730616,0.0191737286274047,-0.0455928571333892,0.0
p_18,plant_annual_18,0.1,33,494,0.5,1.2004860267314703,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301780732878964,-0.0169732108510431,-0.0359176384176214,-0.0274012204050996,-0.0193455906446358,0.015667336574987,0.0032286584126204,-0.0263553109991716,0.0673345693428864,-0.0150985709467309,0.0022898520053928,0.0313130983687095,-0.1264212708196377,0.0066769444868084,0.0370572167953795,0.0259964658704723,-0.0157529948740972,0.0091484844975484,0.0257486979158003,-0.0379879617240631,-0.0141408749957427,0.0075727773128124,0.0665030838848779,0.0256060457308868,0.0700206838412678,0.0851748051455716,0.1714610881006695,-0.0137335386357964,-0.031895157211116,0.034853809683552,-0.0668109419292184,-0.0433724370885983,0.0215348155756069,0.0218930717330654,0.0938508726432294,-0.0413544628407339,0.0199276987351177,-0.0130889874410321,-0.0327798931478041,-0.0096419417492061,-0.0517455023840771,0.0938610420216843,0.0021067834007129,0.0237392556032072,-0.0538406155462708,0.0038747078727146,0.069708564712078,0.0248243613045984,-0.0526781943103525,-0.0061159515139863,-0.0519448776911519,0.0316277161768427,0.0558240384749257,0.0339549744108806,0.0015830095212259,-0.0382401852127776,0.0318072119890424,-0.0228417786340887,0.0379963621167616,0.0042317989888134,-0.0228888013264781,-0.0287545708980228,-0.0977512652649368,0.0759660479148895,-0.0132963334282709,-0.0450304927950979,0.0332215469854708,0.0090860729123871,0.088726102764967,-0.0288411629866496,-0.0451796078920635,0.015411508335168,0.0976576785630083,0.0005832620266796,-0.01579180509998,-0.0358120404088482,0.0799654377970147,-0.0004752859807908,-0.023600871466904,-0.0795578066558599,0.0
p_19,plant_annual_19,0.1,45,412,0.4,1.0012150668286757,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0212300903983955,-0.0619416320829475,0.0370173402769915,0.0143414278238813,-0.061252620035629,-0.0814646660396536,-0.0198427071197287,-0.0162458580291759,0.0233472241386865,0.0358964935516643,-0.0196384331060089,0.1154553062528263,-0.0034011922047432,0.0005172496679051,0.0185006748234011,0.007636442084884,0.0110714726230076,-0.0002638787282434,0.0257769224232951,0.0701466043337823,0.0583820047184007,-0.011279996614725,0.0055282331115911,-0.0324742405562488,0.0064367136007683,-0.0421843024207417,-0.0234146524167867,-0.0470852246139545,0.0261648032502386,-0.0275434040866218,0.007575218059544,-0.0522489105499007,0.0311433467267492,-0.0038876654206676,-0.0009946034325197,0.0202337110412647,0.0327422771268879,-0.0386877889298598,0.0483105142525355,0.014313708342819,0.0100039775279539,0.045593877286695,0.1001992865999248,-0.0119143745473527,-0.0319167952849953,-0.0261230884333796,-0.029523604977944,0.0001466692643115,-0.0399829898173685,0.0505716906464535,0.062093147002936,-0.070097534911406,-0.046934234150104,0.0136693010208752,0.0257226146113533,-0.0242869513753621,-0.0001730543881731,0.046695566040362,0.0264765254339904,0.0430701064999468,-0.0130331836903831,0.0264778357005825,0.0514451969127549,0.058289568086052,0.0386445329939155,0.007103031015986,-0.0292043113390831,0.0183568764558017,0.0155683694163808,0.0502005814243426,-0.063726483249068,0.0245885886166477,0.0262523764051791,-0.0292425471629056,-0.0440502706905884,-0.0036803361310976,0.0088796653306864,-0.0265914588209862,-0.0353043405061443,0.0
p_20,plant_annual_20,0.1,44,510,0.4,1.2393681652490889,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0656698053132609,0.0194426712531099,-0.0276782461691204,0.0248882790794291,0.0660056991595823,0.020967133957612,0.0331459455979736,-0.0417354445176499,-0.0194544094618466,0.023300540379288,-0.0057282427103764,-0.0629512206738214,-0.0271339473006207,-0.0546409968531715,-0.0507469125274332,0.0563293523059797,0.0427151649257913,-0.0360713386993676,0.0209104835805749,0.0157303703208719,-0.0319599932557648,0.0125666718663468,0.0209829028650163,-0.0277122491641044,-0.1406923203289398,0.0311606313166139,0.0299900833515784,-0.0337952183131463,-0.0322236494249301,-0.0180088793317889,-0.0157679966222051,-0.0347712263736695,-0.0095046012210819,-0.018414348415668,0.0547488720320477,0.0233649778869478,0.0527633868099735,0.036710357649208,-0.0748480083005393,0.005636902794043,0.0116196769231624,0.0073899192152178,-0.0332157920568677,0.0051395459721739,-0.0470766122440495,-0.0648466134017016,0.0248664089158727,-0.0090084799032001,-0.0144032297541042,-0.0257857287532016,-0.0171613507253324,-0.0016172467549208,0.0292045755967307,0.0145846599704271,-0.0341198399056381,-0.0466472553407142,0.0217090839224396,0.0294248115699278,-0.1238866283958465,-0.0142756419329191,-0.0172202412351464,-0.0111675176029472,-0.04454458188882,0.0161417439905087,-0.0422937279235575,-0.0137699383232827,0.0128038533467484,0.0506405420662272,-0.0938226270336796,0.0394398169408118,0.0106158272788947,-0.004294902065179,-0.0320974767497855,0.0267455169970214,0.0185397900847195,0.0028263593317907,-0.1143831265076987,0.0184943947142468,0.0
p_21,plant_annual_21,0.1,23,385,0.7999999999999999,0.9356014580801943,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0792101271431637,0.0754472757728896,0.1039792357174391,0.0290738704487283,-0.0730143991070876,-0.0357535275628664,-0.0191670594606732,0.0103409526629847,0.0141716187495664,-0.0081623012616082,0.0143483490962454,-0.0481327023054185,-0.0407096737842935,0.0191014830200662,-0.0089391353861479,-0.0551748856491619,0.0157606292148568,-0.0647795558523903,-0.0104207061059944,0.0393042169414608,0.0204626976219011,-0.0429176418751824,0.0134656944925659,0.0021995180629719,-0.037735761848082,0.0313929980533003,0.0627787812164231,0.0575867921829729,0.0051514457584136,0.0283357077124171,-0.1044148722726084,0.0235906314171636,0.0247154979360364,0.0402724121645452,0.0035760358817686,-0.0195958328137135,0.054071518887939,-0.0113994133289525,0.0234171995124663,0.0478424280936418,0.0077380599483576,-0.0162908754572775,-0.0372074982652506,0.0327137103830461,-0.0556220777983099,0.0028497782042355,-0.0087476195746778,-0.0595299086877564,-0.0071494295637299,-0.0297994864483523,-0.0139766349794223,0.0532039098245564,-0.0543780759457496,0.0377745639310278,0.0372677853574283,0.027012164830821,-0.0127398235913711,-0.0109715013972232,-0.0206226461230891,0.0227555845972138,0.0378000282358379,-0.0408577863702723,-0.0452478906383851,-0.0267594910819783,-0.0097384393798803,0.0723762276455544,0.0426936134678541,-0.0100986978336088,-0.0208339698265179,-0.0149253296040814,0.0001387923539666,0.0417539353154881,0.0051514500791627,-0.0729891284473319,0.0207893136740224,-0.0142344488128706,-0.0386236805878663,0.0
p_22,plant_annual_22,0.1,53,322,0.3,0.7825030376670717,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095154662272366,0.0080693192929852,0.0184368399818655,0.0028728613341864,0.0208093293333972,-0.0135851733687903,0.0054036564684984,0.0380364361085139,0.0799768767122464,-0.0168586641704008,-0.0618406341808579,0.0747678666381543,-0.0544136032228723,-0.067091600347163,0.0600448980663246,-0.0061820362219919,0.0213902763066398,-0.0634416507345235,0.0089066623293556,-0.0145554780695403,0.0137826329233747,0.0496303788540479,0.0544556550749451,0.0546323275783069,0.0228459443999691,0.0708334651817699,-0.0003151879834424,0.0149412184583155,-0.0859273102616896,-0.0268190953209715,0.03696031589499,-0.1018756801074816,0.0199882963962909,-0.0543737207483971,-0.0520482659954509,-0.0092229919549343,0.028725138846336,-0.0224437314980547,-0.0603710340342827,0.0300346499647428,0.0070256112882602,-0.1014177364917175,0.016576489323691,-0.0460062159117203,-0.0296099229940207,0.0096196323060309,-0.0500145527929027,0.0306323354851834,-0.005287074447142,-0.0106571796823996,0.0316262850523423,-0.0367393309839532,-0.0454386673324773,0.0557473003978372,-0.045640871715786,-0.0154079297257841,0.0238128928337728,0.0274486137837284,0.014741297357496,-0.0043248904939243,0.0464445356403866,0.0051594962128598,-0.0222668741099527,0.0281607499525227,-0.0536445028861349,-0.0016461301023498,0.0376096597969595,0.0272546593146589,0.0194961398272071,0.0305875890046303,-0.0486618433827668,0.0586656193536196,-0.0268657993129833,0.0218155263250121,0.0455421334724539,-0.0645571474029713,0.0
p_23,plant_annual_23,0.1,24,624,0.7999999999999999,1.5164034021871202,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0397031932616143,-0.0235293589060689,0.0655929419567145,0.038657374488892,0.0031519689291035,-0.0322587100178419,-0.0206927411937813,0.0314752199945067,0.0442891725035476,-0.134851790447511,0.0644739780856245,0.1140169187940918,-0.0878780461225894,-0.0221512873616246,0.0013211837565749,0.0460418614892106,0.0673820606503163,-5.9369723388380535e-05,0.042408434758048,-0.0373887719184879,0.0265331154263301,0.0360386439038278,-0.0279089865895422,-0.0553886589380779,0.0577468406037364,0.0865193532218617,0.0394400409385642,-0.0505490886065179,0.024033069845069,-0.0030181199550968,0.0283792520608952,-0.0413966171053278,0.0467129730170485,0.0125730661011094,-0.1282030730046841,0.0271905741193922,-0.0048419156840936,-0.0932520803044172,0.001378257656492,-0.0774777441616287,-0.093599745163085,-0.0305055095271258,0.0256818980598358,-0.0268813174903419,-0.0625349834885844,0.0603922149483899,-0.0550172268794612,-0.0110626238684495,-0.0056583408948276,-0.0136917808448076,0.0220034911473303,-0.0131883426038883,0.1063499038833695,0.0902995487153928,0.0298572339557099,-0.0845880589785019,-0.0099850373102108,0.0624519843135924,0.1094547550630931,-0.0146952464210483,-0.0014463961143076,0.0852198137822759,0.1309218134783694,0.0469249060575167,0.1116015640829364,-0.0269063985941275,-0.0314810525103832,-0.0313558027438471,-0.0549914309481271,0.0169960320666138,0.1008049229061764,-0.1019838431240227,-0.0189159818063922,-0.0036146352012184,-0.0402905575686094,0.0
p_24,plant_annual_24,0.1,26,241,0.7,0.5856622114216282,0.2799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0812547733341604,-0.01937332360244,0.0018516386908882,-0.0264110327253259,-0.0376070027538871,-0.0399822248048168,0.034555413825267,0.0121296774827364,-0.0657852668169,0.0142280344944325,0.0282053120293694,0.1115434084077211,0.0186564991184632,0.0523756767487793,-0.0502642022273616,-0.0115771521701342,0.0110243501752202,-0.0440293780219633,0.0179819685945994,0.053211851220621,-0.0825969264339759,-0.0107089787305012,0.0352848534905239,-0.0200840506262065,-0.0367676004145379,0.0515503029679011,-0.084101340750456,0.0183165388726107,0.0499046188349159,0.0238874745019355,0.0032936374271259,-0.0278276612607472,0.0783789388614573,-0.0180430713224492,-0.0060804450618634,-0.0143715340575492,-0.0037477976963732,-0.0613303819889602,-0.0487665300779426,-0.0592422832900167,-0.0198928978551727,0.0464899473760496,-0.0055381346988363,-0.0432106075524295,0.0252557059596636,0.1359023975981657,-0.0227152802215547,-0.0002593655813933,-0.0118593911218956,0.0282446868914851,0.045364895381486,0.0361627430869884,0.171697143566617,-0.017527482728742,0.0079822556486663,-0.0668659919481076,-0.0370997266365884,-0.0634586224058799,0.0544099618297539,-0.0259291398361052,0.0568922787056827,0.0514936718245069,-0.0326660112724701,-0.0347704779594751,-0.0533436967046035,-0.0073107656766587,-0.0971081187462932,-0.0038454987859042,-0.0319423364896096,0.0345049968840103,-0.0296008032196646,-0.0343971437032539,0.0448905311418723,0.0305291373900047,0.0
